ID;APLICA;Estado;Subaplicación;Funcionalidades;Severidad;Prioridad;Título;Descripción;Descripción PC1;Verificado PC1;Descripción PC2;Verificado PC2;Descripción PC3;Verificado PC3;Descripción P1;Entrada Manual P1;SCT TEST P1;SCT ANTE P1;Resultado Esperado P1;RESULTADO CP;Salida Obtenida P1;Descripción P2;Entrada Manual P2;SCT TEST P2;SCT ANTE P2;Resultado Esperado P2;Salida Obtenida P2;Descripción P3;Entrada Manual P3;SCT TEST P3;SCT ANTE P3;Resultado Esperado P3;Salida Obtenida P3;Comentarios;Dependencias CPs;Items
CPSCM001;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-0.01 Solo Biztalk 2006 (SCTBIZT) TEST;Esta prueba consiste en la carga inicial y en la distribución a test de una subaplicación biztalk sin catalogar ni en el formulario de paquete ni en el formulario de infra;Subaplicación Biztalk sin catalogar en el formulario de paquete;;Aplicación sin catalogar en el formulario de infra;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2006;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM002;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-0.02 Solo Biztalk 2010 (SCTBZ10) TEST;Esta prueba consiste en la carga inicial y en la distribución a test de una subaplicación biztalk sin catalogar ni en el formulario de paquete ni en el formulario de infra;Subaplicación Biztalk sin catalogar en el formulario de paquete;;Aplicación sin catalogar en el formulario de infra;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2010;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM003;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-0.11 Solo Biztalk 2006 (SCTBIZT) TEST;Esta prueba consiste en la carga inicial y en la distribución a test de una subaplicación biztalk sin catalogar en el formulario de paquete ;Subaplicación Biztalk sin catalogar en el formulario de paquete;;;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2006;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM004;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-0.12 Solo Biztalk 2010 (SCTBZ10) TEST;Esta prueba consiste en la carga inicial y en la distribución a test de una subaplicación biztalk sin catalogar ni en el formulario de paquete ;Subaplicación Biztalk sin catalogar en el formulario de paquete;;;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2010;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM005;CORE;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-01 Solo Biztalk 2006 (SCTBIZT) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2006 catalogada correctamente;Subaplicación Biztalk 2006 catalogada correctamente en el formulario de paquete ;;Aplicación catalogada correctamente en el formulario de infra;;;;Distribución de la aplicación;NA;"SCT.N-000227 BIZTALK-2006
(NO FUNCIONA - MIRA LUISMI)";PRUEBA_BIZTALK_2006;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM006;CORE;Disponible;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-02 Solo Biztalk 2010 (SCTBZ10) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2010 catalogada correctamente;Subaplicación Biztalk 2010 catalogada correctamente en el formulario de paquete ;OK;Aplicación catalogada correctamente en el formulario de infraestructura.;OK;;;Distribución de la aplicación;NA;SCT.N-000226 BIZTALK-2010;PRUEBA_BIZTALK_2010;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025841).mht;;;;;;;;;;;;;"Se revisa el log y el pase se da por finalizado con éxito. Sólo muestra un warning de ""Error parando la aplicación Bde.Aps.SCTBZ10"".";;Automático
CPSCM007;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-03 Solo Biztalk 2006 (SCTBIZT) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2006 catalogada correctamente, sin definir el servidor de staging correctamente;Subaplicación Biztalk 2006 catalogada correctamente;;Subaplicación Biztalk 2006 sin definir en el servidor de staging correctamente;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2006;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM008;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-04 Solo Biztalk 2010 (SCTBZ10) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2010 catalogada correctamente, sin definir el servidor de staging correctamente;Subaplicación Biztalk 2010 catalogada correctamente;;Subaplicación Biztalk 2010 sin definir en el servidor de staging correctamente;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2010;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM009;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-05 Solo Biztalk 2006 (SCTBIZT) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2006 catalogada correctamente con todos los parametros definidos correctamente.;Subaplicación Biztalk 2006 catalogada correctamente con todos los parámetros bien establecidos.;;;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2006;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM010;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-06 Solo Biztalk 2010 (SCTBZ10) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2010 catalogada correctamente con todos los parametros definidos correctamente.;Subaplicación Biztalk 2010 catalogada correctamente con todos los parámetros bien establecidos.;;;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2010;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM011;CORE;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-07 RESTORE Solo Biztalk 2006 (SCTBIZT) TEST;Se realiza un restore de la subaplicación, para ello tiene que haber llegado correctamente hasta un entorno en el que se pueda restaurar.;Subaplicación Biztalk 2006 desplegada correctamente hasta un entorno en el que se pueda restaurar.;;;;;;Distribución de la aplicación;NA;"SCT.N-000227 BIZTALK-2006
(NO FUNCIONA - MIRA LUISMI)";PRUEBA_BIZTALK_2006;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;Restaurar subaplicación al estado anterior al despliegue;;;PRUEBA_BIZTALK_2006;Restaurar finalizado correctamente. Comprobar log de restauración y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;Automático
CPSCM012;CORE;Disponible;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-08 RESTORE Solo Biztalk 2010 (SCTBZ10) TEST;Se realiza un restore de la subaplicación, para ello tiene que haber llegado correctamente hasta un entorno en el que se pueda restaurar.;Subaplicación Biztalk 2010 desplegada correctamente hasta un entorno en el que se pueda restaurar (Preproducción).;OK;Aplicación catalogada correctamente en el formulario de infraestructura.;OK;;;Distribución de la aplicación a Preproducción;NA;SCT.N-000226 BIZTALK-2010;PRUEBA_BIZTALK_2010;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_ANTE0000025848).mht;Restaurar subaplicación al estado anterior al despliegue;;SCT.N-000226 BIZTALK-2010;PRUEBA_BIZTALK_2010;Restaurar finalizado correctamente. Comprobar log de restauración y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (B_ANTE0000025850).mht;;;;;;;"Se reviasa el log de RESTORE y se da por finalizado con écito. Sólo se muestra un warning de ""Error parando la aplicación Bde.APS.SCTBZ10""";CPSCM006;Automático
CPSCM013;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-13 Solo Biztalk 2006 (SCTBIZT) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2006 catalogada correctamente, seleccionando un servidor Biz 2010 como destino, comprobar que el pase falla por la incompatibilidad de versiones.;Subaplicación Biztalk 2006;;Selección ServiDor Biz 2010 como destino;;;;Distribución de la aplicación seleccionando servidor Biz 2010 como destino.;NA;;PRUEBA_BIZTALK_2006;Pase finalizado con errores. Comprobar Log de Pase y verificar fallo por incompatibilidad de versiones.;;;;;;;;;;;;;;;;;Automático
CPSCM014;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-14 Solo Biztalk 2010 (SCTBZ10) TEST;Esta prueba consiste en la distribución a test de una subaplicación biztalk 2010 catalogada correctamente, seleccionando un servidor Biz 2006 como destino, comprobar que el pase falla por la incompatibilidad de versiones.;Subaplicación Biztalk 2010;;Selección ServiDor Biz 2006 como destino;;;;Distribución de la aplicación seleccionando servidor Biz 2006 como destino.;NA;SCT.N-000226 BIZTALK-2010;PRUEBA_BIZTALK_2010;Pase finalizado con errores. Comprobar Log de Pase y verificar fallo por incompatibilidad de versiones.;;;;;;;;;;;;;;;;;Automático
CPSCM015;CORE;Disponible;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-19 PURGA Biztalk 2010;Comprobar que cuando lanzamos la purga de scm se realiza tambien en el nuevo servidor de staging de biztalk.;;;;;;;Lanzar PURGA de SCM;NA;SIN PAQUETE;PRUEBA_BIZTALK_2010;Comprobar que la PURGA se realiza también en el nuevo servidor de staging de BIZTALK. Verificar Log del distribuidor.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\(CPSCM0015 - Purga BIZTALK - OutputLog HARV);;;;;;;;;;;;;Se revisa el Output Log de Harvest y se verifica que haya una entrada correspondiente al servidor de BIZTALK.;;Automático
CPSCM016;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-20 MSI 2006 y 2010;"El proceso ""Construir MSI: Pase a <Entorno>"" tiene que crear un MSI sin distribución tanto para 2006 y 2010.";;;;;;;"Lanzar el proceso ""Construir MSI: Pase a <Entorno>""";NA;SCT.N-000226 BIZTALK-2010;;Comprobar que se crea un MSI sin distribución tanto para 2006 como para 2010.;;;;;;;;;;;;;;;;;Automático
CPSCM017;CORE;Disponible;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-21 Biztalk 2010 que usa EAI (DTEBTS);Pase de Biztalk 2010 que use la librería pública EAI.;Asegurarse que la aplicación utiliza la librería pública EAI revisando el formulario de infraestructura.;OK;;;;;Distribución de la aplicación;NA;SCT.N-000226 BIZTALK-2010;DTE.N-000001 DTEBTS biztalk 2010 subida inicial;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025841).mht;;;;;;;;;;;;;Se revisa el log y se comprueba que ejecuta los pasos correspondientes a la utilización de la librería pública.;CPSCM006;Automático
CPSCM018;CORE;Disponible;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-22 General Biztalk 2010 (SCTBZ10);"Pase de biztalk que tenga el campo del formulario ""¿Parar instancias en ejecución?"" a Si y comprobar que para los procesos. ";"Campo del formulario ""¿Parar instancias en ejecución?"" a Sí";OK;;;;;Distribución de la aplicación;NA;SCT.N-000226 BIZTALK-2010;PRUEBA_BIZTALK_2010;Comprobar que se paran los procesos en ejecución y que el pase ha finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025841).mht;;;;;;;;;;;;;Se comprueba en el log que detecta la necesidad de parar las instancias en ejecución, no consigue detenerla pero se lanza el script de parada que se asume correcto por lo que la prueba se da por ok.;CPSCM006;Automático
CPSCM019;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-23 General Biztalk 2010 (SCTBZ10);"Pase de biztalk que tenga el campo del formulario ""¿Parar instancias en ejecución?"" a No.";"Campo del formulario ""¿Parar instancias en ejecución?"" a No";;;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2010;Comprobar que NO se paran los procesos en ejecución y  que el pase ha finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM020;CORE;Disponible;DISTRIBUIDOR;NAT:BIZTALK;Normal;900;BIZ-31 General Biztalk 2010 (SCTBZ10);Comprobar que en la distribución Biztalk se acceden a todos los links del pase disponibles en el Log correspondiente.;;;;;;;Distribución de la aplicación;NA;SCT.N-000226 BIZTALK-2010;PRUEBA_BIZTALK_2010;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Incorrecto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025841).mht;Acceder al LOG del pase que corresponda;LOG generado en el paso anterior;;;Todos los links disponibles en el LOG correspondiente del pase deben ser accesibles.;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025841).mht;;;;;;;"Se revisa el log y se comprueban uno por uno los links presentes en el mismo. El primer link correspondiente a la entrada ""2013-06-26 11:15:39 Infraestructura de la aplicación 'SCT' """;CPSCM006;Automático
CPSCM021;CORE;Disponible;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-41 Rápido Biztalk 2010 (SCTBZ10);Se genera un paquete rápido para probar distribuciones de biztalk con ciclo rápido;;;;;;;Distribución de la aplicación;NA;SCT.R-000328 BIZTALK (Ciclo Rápido);PRUEBA_BIZTALK_2010_01;Pase RÁPIDO finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025843).mht;;;;;;;;;;;;;"Se revisa el log y el pase se da por finalizaco con éxito. Sólo se muestra un warning de ""Error paranado la aplicación Bde.Aps.SCTBZ10""";;Automático
CPSCM022;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-51 Correctivo Biztalk 2010 (SCTBZ10);Se genera un paquete correctivo para probar distribuciones de biztalk con ciclo correctivo;;;;;;;Distribución de la aplicación;NA;;PRUEBA_BIZTALK_2010_02;Pase CORRECTIVO finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM023;;Definición;DISTRIBUIDOR;NAT:BIZTALK;Mayor;900;BIZ-61 Emergencia Biztalk 2010 (SCTBZ10);Se genera un paquete de emergencia para probar distribuciones de biztalk con ciclo de emergencia. ESTE DEBERÁ CREARSE EN EL MOMENTO DE LA PRUEBA Y BORRARSE JUSTO DESPUES YA QUE BLOQUEA EL RESTO DE PASES.;CREAR EL PAQUETE EXCLUSIVAMENTE EN EL MOMENTO DE LA PRUEBA Y BORRARLO JUSTO DESPUES YA QUE BLOQUEA EL RESTO DE PASES.;;;;;;Distribución de la aplicación ;NA;;PRUEBA_BIZTALK_2010_03;Pase EMERGENCIA finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. BORRAR PAQUETE JUSTO DESPUES DE LA EJECUCIÓN YA QUE BLOQUEA EL RESTO DE PASES.;;;;;;;;;;;;;;;;;Automático
CPSCM024;;Definición;DISTRIBUIDOR;NAT:ECLIPSE;Mayor;900;ECLI-01 Carga inicial y distribución plugins  (Eclipse 3.4.1);Carga inicial y distribución de plugins para compilación con la versión de Eclipse 3.4.1;;;;;;;Distribución de la aplicación;NA;;PRUEBAS_ECLIPSE_01;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM025;;Definición;DISTRIBUIDOR;NAT:ECLIPSE;Mayor;900;ECLI-02 Distribución de plugins sin versión en plugin.xml (Eclipse 3.4.1);Distribución de plugins para compilación con la versión de Eclipse 3.4.1. Se ha probado eliminando el atributo version del fichero plugin.xml. ;;;;;;;Distribución de la aplicación;NA;;PRUEBAS_ECLIPSE_01;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM026;;Definición;DISTRIBUIDOR;NAT:ECLIPSE;Mayor;900;ECLI-03 Distribución de plugins probando plugin.xml (Eclipse 3.4.1);Distribución de plugins para compilación con la versión de Eclipse 3.4.1 Se ha probado el archivo plugin.xml. ;;;;;;;Distribución de la aplicación;NA;;PRUEBAS_ECLIPSE_01;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
